"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"","Montag 9. April 2018 12:53 PM GMT+1","","Verdi kündigt Warnstreiks im öffentlichen Dienst an","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 12:35 PM GMT+1","","Mann stirbt nach Schlägerei durch Fremdeinwirkung","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 12:35 PM GMT+1","","Mann stirbt nach Schlägerei durch Fremdeinwirkung","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 12:27 PM GMT+1","",""Post Persönlich"; Bremer Briefträger kümmern sich um Senioren","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 12:27 PM GMT+1","",""Post Persönlich"; Bremer Briefträger kümmern sich um Senioren","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 12:06 PM GMT+1","","Häftling steckt Zelle in Brand","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 12:06 PM GMT+1","","Häftling steckt Zelle in Brand","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 12:01 PM GMT+1","","Tatverdächtiger nach Kirmesstreit mit Messer auf freiem Fuß","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 12:01 PM GMT+1","","Tatverdächtiger nach Kirmesstreit mit Messer auf freiem Fuß","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 11:42 AM GMT+1","","Warnstreiks führen zu Einschränkungen im öffentlichen Dienst","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 11:42 AM GMT+1","","Warnstreiks führen zu Einschränkungen im öffentlichen Dienst","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 11:09 AM GMT+1","","Formel 1; Schlimmer Unfall überschattet Vettels Triumphfahrt","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 11:09 AM GMT+1","","Formel 1; Schlimmer Unfall überschattet Vettels Triumphfahrt","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 10:52 AM GMT+1","","Vermieterin tödlich verletzt? 63-Jähriger vor Gericht","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 10:52 AM GMT+1","","Vermieterin tödlich verletzt? 63-Jähriger vor Gericht","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 10:35 AM GMT+1","","Armin Laschet; Für die Angehörigen der Opfer ist es egal, welche Religion der Täter hat"","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 10:35 AM GMT+1","","Armin Laschet; Für die Angehörigen der Opfer ist es egal, welche Religion der Täter hat"","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 10:33 AM GMT+1","","Nach Amokfahrt; Polizei sucht nach Motiv - keine Hinweise auf Mittäter","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 10:33 AM GMT+1","","Nach Amokfahrt; Polizei sucht nach Motiv - keine Hinweise auf Mittäter","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 10:32 AM GMT+1","","Psychische Probleme; Jens R. hat seine Tat offensichtlich perfide kalkuliert","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 10:32 AM GMT+1","","Psychische Probleme; Jens R. hat seine Tat offensichtlich perfide kalkuliert","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 10:31 AM GMT+1","","Brandenburg; Mann fährt in Cottbus in Menschenmenge - Tatverdächtiger meldet sich","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 10:31 AM GMT+1","","Brandenburg; Mann fährt in Cottbus in Menschenmenge - Tatverdächtiger meldet sich","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 10:23 AM GMT+1","","Frau mit Messer verletzt: Kein Verdacht mehr gegen Ehemann","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 10:23 AM GMT+1","","Frau mit Messer verletzt: Kein Verdacht mehr gegen Ehemann","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 9:33 AM GMT+1","","Über Lenker geflogen: Radfahrer in Lebensgefahr","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 9:33 AM GMT+1","","Über Lenker geflogen: Radfahrer in Lebensgefahr","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 9:26 AM GMT+1","","SPD-Vize Ralf Stegner; "Seehofer hat nicht mal unser Grundgesetz verstanden"","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 9:26 AM GMT+1","","SPD-Vize Ralf Stegner; "Seehofer hat nicht mal unser Grundgesetz verstanden"","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 9:23 AM GMT+1","","Frau nach Sturz mit Motorrad lebensgefährlich verletzt","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 9:23 AM GMT+1","","Frau nach Sturz mit Motorrad lebensgefährlich verletzt","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 9:21 AM GMT+1","","Quadfahrer nach Frontalzusammenstoß schwer verletzt","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 9:21 AM GMT+1","","Quadfahrer nach Frontalzusammenstoß schwer verletzt","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 9:01 AM GMT+1","","29-Jährige bei Auffahrunfall in Werne schwer verletzt","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 9:01 AM GMT+1","","29-Jährige bei Auffahrunfall in Werne schwer verletzt","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 8:31 AM GMT+1","","5-Jähriger verliert bei Unfall fast das Ohr","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 8:31 AM GMT+1","","5-Jähriger verliert bei Unfall fast das Ohr","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 7:32 AM GMT+1","","Brand in Mehrfamilienhaus: Drei Bewohner in Krankenhaus","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 7:32 AM GMT+1","","Brand in Mehrfamilienhaus: Drei Bewohner in Krankenhaus","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 7:12 AM GMT+1","","Ausländische Pflegekräfte oft erst nach Zusatzkurs anerkannt","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 7:12 AM GMT+1","","Ausländische Pflegekräfte oft erst nach Zusatzkurs anerkannt","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 6:31 AM GMT+1","","Geburtshilfe-Förderprogramm stößt auf großes Interesse","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 6:31 AM GMT+1","","Geburtshilfe-Förderprogramm stößt auf großes Interesse","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 6:30 AM GMT+1","","82-jähriger Radfahrer bei Kollision schwer verletzt","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 6:30 AM GMT+1","","82-jähriger Radfahrer bei Kollision schwer verletzt","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 6:12 AM GMT+1","","Land schießt weiteres Geld für Klinikbau zu","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 6:12 AM GMT+1","","Land schießt weiteres Geld für Klinikbau zu","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 6:00 AM GMT+1","","Bremer Pilotprojekt: Post macht Hausbesuche bei Senioren","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 6:00 AM GMT+1","","Bremer Pilotprojekt: Post macht Hausbesuche bei Senioren","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 5:30 AM GMT+1","","Motorradfahrerin stirbt bei Zusammenstoß mit Auto","","WELT ONLINE (Deutsch)","","",
"","Montag 9. April 2018 5:30 AM GMT+1","","Motorradfahrerin stirbt bei Zusammenstoß mit Auto","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 8:56 PM GMT+1","","Formel 1; Schlimmer Unfall überschattet Vettels Triumphfahrt","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 8:56 PM GMT+1","","Formel 1; Schlimmer Unfall überschattet Vettels Triumphfahrt","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 6:12 PM GMT+1","","Motorrad prallt gegen Auto: Mann lebensgefährlich verletzt","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 6:12 PM GMT+1","","Motorrad prallt gegen Auto: Mann lebensgefährlich verletzt","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 5:27 PM GMT+1","","Paris-Roubaix; Herzstillstand - Drama um 22-jährigen Radprofi","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 5:27 PM GMT+1","","Paris-Roubaix; Herzstillstand - Drama um 22-jährigen Radprofi","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 4:37 PM GMT+1","","Zu wenig Mediziner; Was der drohende Landärztemangel bedeutet","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 4:37 PM GMT+1","","Zu wenig Mediziner; Was der drohende Landärztemangel bedeutet","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 4:01 PM GMT+1","","Unfälle: Neun Biker zum Start der Motorradsaison verletzt","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 4:01 PM GMT+1","","Unfälle: Neun Biker zum Start der Motorradsaison verletzt","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 3:46 PM GMT+1","","Kritik an Spahns Vorschlägen; Kassenärzte wollen mehr Geld für mehr Sprechzeiten","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 3:46 PM GMT+1","","Kritik an Spahns Vorschlägen; Kassenärzte wollen mehr Geld für mehr Sprechzeiten","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 3:24 PM GMT+1","","Armin Laschet; "Für die Angehörigen der Opfer ist es egal, welche Religion der Täter hat"","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 3:24 PM GMT+1","","Armin Laschet; "Für die Angehörigen der Opfer ist es egal, welche Religion der Täter hat"","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 3:19 PM GMT+1","","Brandenburg; Mann fährt in Cottbus in Menschenmenge - Tatverdächtiger meldet sich","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 3:19 PM GMT+1","","Brandenburg; Mann fährt in Cottbus in Menschenmenge - Tatverdächtiger meldet sich","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 2:53 PM GMT+1","","Fünf Verletzte bei Unfällen auf der A72 in Sachsen","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 2:53 PM GMT+1","","Fünf Verletzte bei Unfällen auf der A72 in Sachsen","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 2:31 PM GMT+1","","Zwei Verletzte durch Lawine in Tirol","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 2:31 PM GMT+1","","Zwei Verletzte durch Lawine in Tirol","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 1:44 PM GMT+1","","Nach Amokfahrt; Polizei sucht nach Motiv - keine Hinweise auf Mittäter","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 1:44 PM GMT+1","","Nach Amokfahrt; Polizei sucht nach Motiv - keine Hinweise auf Mittäter","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 1:28 PM GMT+1","","Massenschlägerei; Mehr als 20 Jugendliche gehen aufeinander los","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 1:28 PM GMT+1","","Massenschlägerei; Mehr als 20 Jugendliche gehen aufeinander los","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 1:24 PM GMT+1","","Massenschlägerei: 20 Jugendliche gehen aufeinander los","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 1:24 PM GMT+1","","Massenschlägerei: 20 Jugendliche gehen aufeinander los","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 1:04 PM GMT+1","","Gleitschirmflieger stürzt am Tegelberg ab: schwer verletzt","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 1:04 PM GMT+1","","Gleitschirmflieger stürzt am Tegelberg ab: schwer verletzt","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:44 PM GMT+1","","Auffahrunfall mit zwei Mopeds: 20-Jähriger im Krankenhaus","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:44 PM GMT+1","","Auffahrunfall mit zwei Mopeds: 20-Jähriger im Krankenhaus","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:41 PM GMT+1","","Rentner übersieht Auto: Sechs Verletzte","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:41 PM GMT+1","","Rentner übersieht Auto: Sechs Verletzte","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:31 PM GMT+1","","Mann verletzt Bekannten von Ex-Freundin lebensgefährlich","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:31 PM GMT+1","","Mann verletzt Bekannten von Ex-Freundin lebensgefährlich","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:22 PM GMT+1","","Zwei Schwerverletzte nach Motorradunfall","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:22 PM GMT+1","","Zwei Schwerverletzte nach Motorradunfall","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:13 PM GMT+1","","Mann spuckt Alkohol in brennenden Rum: Mehrere Verletzte","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:13 PM GMT+1","","Mann spuckt Alkohol in brennenden Rum: Mehrere Verletzte","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:11 PM GMT+1","","Messerangriff vor Festzelt: Zwei Schwerverletzte","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:11 PM GMT+1","","Messerangriff vor Festzelt: Zwei Schwerverletzte","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:01 PM GMT+1","","Motorradfahrer schwebt nach Unfall auf A3 in Lebensgefahr","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 12:01 PM GMT+1","","Motorradfahrer schwebt nach Unfall auf A3 in Lebensgefahr","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 11:55 AM GMT+1","","Vermisste 83-Jährige wieder da","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 11:55 AM GMT+1","","Vermisste 83-Jährige wieder da","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 11:44 AM GMT+1","","Drei Schwerverletzte bei Verkehrsunfällen in Berlin","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 11:44 AM GMT+1","","Drei Schwerverletzte bei Verkehrsunfällen in Berlin","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 11:32 AM GMT+1","","New York; Feuer im Trump Tower - Dunkler Rauch steigt über Manhattan auf","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 11:32 AM GMT+1","","New York; Feuer im Trump Tower - Dunkler Rauch steigt über Manhattan auf","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 11:23 AM GMT+1","","Grill im Wohnzimmer: Kohlenmonoxidvergiftung","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 11:23 AM GMT+1","","Grill im Wohnzimmer: Kohlenmonoxidvergiftung","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 11:04 AM GMT+1","","52-jähriger Radfahrer stirbt nach Sturz in Paderborn","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 11:04 AM GMT+1","","52-jähriger Radfahrer stirbt nach Sturz in Paderborn","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 9:33 AM GMT+1","","Zierkirschblüte: Schwetzingen erwartet über 30 000 Besucher","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 9:33 AM GMT+1","","Zierkirschblüte: Schwetzingen erwartet über 30 000 Besucher","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 9:26 AM GMT+1","","Trotz Blaulicht und Sirene: Unfall mit Polizeiwagen","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 9:26 AM GMT+1","","Trotz Blaulicht und Sirene: Unfall mit Polizeiwagen","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 9:25 AM GMT+1","","Junger Terrorverdächtiger: Jugendamt bewertet Aussage","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 9:25 AM GMT+1","","Junger Terrorverdächtiger: Jugendamt bewertet Aussage","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 9:09 AM GMT+1","","Psychische Probleme; Jens R. hat seine Tat offensichtlich perfide kalkuliert","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 9:09 AM GMT+1","","Psychische Probleme; Jens R. hat seine Tat offensichtlich perfide kalkuliert","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 8:51 AM GMT+1","","In Gegenverkehr gefahren: Motorradfahrer stirbt","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 8:51 AM GMT+1","","In Gegenverkehr gefahren: Motorradfahrer stirbt","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 8:12 AM GMT+1","","Neues Parlament; Die Ungarn wählen, doch eine Wahl haben sie nicht","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 8:12 AM GMT+1","","Neues Parlament; Die Ungarn wählen, doch eine Wahl haben sie nicht","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 1:51 AM GMT+1","","Weltkriegsbombe gefunden: Paderborn wird weitläufig geräumt","","WELT ONLINE (Deutsch)","","",
"","Sonntag 8. April 2018 1:51 AM GMT+1","","Weltkriegsbombe gefunden: Paderborn wird weitläufig geräumt","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 7:21 PM GMT+1","","Uniklinik Münster sammelt kurzfristig Blutspenden","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 7:21 PM GMT+1","","Uniklinik Münster sammelt kurzfristig Blutspenden","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 7:03 PM GMT+1","","Brandenburg; Mann fährt in Cottbus in Menschenenge - Tatverdächtiger meldet sich","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 7:03 PM GMT+1","","Brandenburg; Mann fährt in Cottbus in Menschenenge - Tatverdächtiger meldet sich","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 7:01 PM GMT+1","","Mann fährt in Cottbus mit Geländewagen in Menschengruppe","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 7:01 PM GMT+1","","Mann fährt in Cottbus mit Geländewagen in Menschengruppe","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 6:50 PM GMT+1","","Bei Streit in Bar Mann mit Messerstichen verletzt","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 6:50 PM GMT+1","","Bei Streit in Bar Mann mit Messerstichen verletzt","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 3:40 PM GMT+1","","Hauswand stürzt auf Arbeiter: Zwei Verletzte","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 3:40 PM GMT+1","","Hauswand stürzt auf Arbeiter: Zwei Verletzte","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 1:21 PM GMT+1","","Schwarzfahrer schlägt Fahrkartenkontrolleurin","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 1:21 PM GMT+1","","Schwarzfahrer schlägt Fahrkartenkontrolleurin","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 1:11 PM GMT+1","","79-Jährige nach Autounfall gestorben: Ursache unklar","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 1:11 PM GMT+1","","79-Jährige nach Autounfall gestorben: Ursache unklar","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 12:51 PM GMT+1","","Weltkriegsbombe in Paderborn: Vorbereitung auf Evakuierung","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 12:51 PM GMT+1","","Weltkriegsbombe in Paderborn: Vorbereitung auf Evakuierung","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 12:03 PM GMT+1","","Sieben Verletzte nach Unfall in Hagen","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 12:03 PM GMT+1","","Sieben Verletzte nach Unfall in Hagen","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 10:34 AM GMT+1","","Mann klettert bei Ehestreit auf Baum: Rettung nötig","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 10:34 AM GMT+1","","Mann klettert bei Ehestreit auf Baum: Rettung nötig","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 10:21 AM GMT+1","","Kliniken im Land begrüßen Neugeborene mit Geschenken","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 10:21 AM GMT+1","","Kliniken im Land begrüßen Neugeborene mit Geschenken","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 9:54 AM GMT+1","","17-jähriger Motorradfahrer bei Unfall verletzt","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 9:54 AM GMT+1","","17-jähriger Motorradfahrer bei Unfall verletzt","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 9:51 AM GMT+1","","Hilfspfleger-Fall: Anwälte prüfen mögliche Versäumnisse","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 9:51 AM GMT+1","","Hilfspfleger-Fall: Anwälte prüfen mögliche Versäumnisse","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 9:30 AM GMT+1","","Pommes gemacht: Haus in Flammen","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 9:30 AM GMT+1","","Pommes gemacht: Haus in Flammen","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 8:59 AM GMT+1","","Mordanschlag 1968; "Sind Sie Rudi Dutschke?", fragte der Attentäter","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 8:59 AM GMT+1","","Mordanschlag 1968; "Sind Sie Rudi Dutschke?", fragte der Attentäter","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 8:52 AM GMT+1","","Blindgänger in Paderborn; Zwei Meter lang, drei Kopfzünder, enormes zerstörerisches Potenzial","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 8:52 AM GMT+1","","Blindgänger in Paderborn; Zwei Meter lang, drei Kopfzünder, enormes zerstörerisches Potenzial","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 8:22 AM GMT+1","","Ältere Frau mit Rollator von Auto angefahren","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 8:22 AM GMT+1","","Ältere Frau mit Rollator von Auto angefahren","","WELT ONLINE (Deutsch)","","",
"","Samstag 7. April 2018 12:53 AM GMT+1","","Berlin fordert Aufklärung; Tote und viele Verletzte nach Schüssen an Grenze zu Israel","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 9:46 PM GMT+1","","Berlin fordert Aufklärung; Tote und viele Verletzte nach Schüssen an Grenze zu Israel","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 9:01 PM GMT+1","","Motorradfahrer verunglückt bei Überholmanöver","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 9:01 PM GMT+1","","Motorradfahrer verunglückt bei Überholmanöver","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 8:25 PM GMT+1","","Ex-Doppelagent; Sergej Skripal nach Giftanschlag außer Lebensgefahr","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 8:25 PM GMT+1","","Ex-Doppelagent; Sergej Skripal nach Giftanschlag außer Lebensgefahr","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 8:00 PM GMT+1","","Fünf Verletzte bei Auffahrunfall an Stauende","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 8:00 PM GMT+1","","Fünf Verletzte bei Auffahrunfall an Stauende","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 7:30 PM GMT+1","","Gericht weist Verdächtigen in Psychiatrie ein","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 7:30 PM GMT+1","","Gericht weist Verdächtigen in Psychiatrie ein","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 6:51 PM GMT+1","","Protest gegen Pflege-Missstände: 280km mit Rollstuhl","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 6:51 PM GMT+1","","Protest gegen Pflege-Missstände: 280km mit Rollstuhl","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 6:00 PM GMT+1","","Schwerer Unfall auf Mallorca; Porsche-Fahrerin rast in deutsche Touristengruppe","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 6:00 PM GMT+1","","Schwerer Unfall auf Mallorca; Porsche-Fahrerin rast in deutsche Touristengruppe","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 5:16 PM GMT+1","","Rekordkampf; Sie prügelten 7 Stunden und 110 Runden aufeinander ein","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 5:16 PM GMT+1","","Rekordkampf; Sie prügelten 7 Stunden und 110 Runden aufeinander ein","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 5:13 PM GMT+1","","Mann stirbt nach Schlägerei: Mutmaßlicher Täter in U-Haft","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 5:13 PM GMT+1","","Mann stirbt nach Schlägerei: Mutmaßlicher Täter in U-Haft","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 4:42 PM GMT+1","","Frau mit Messer schwer verletzt: Wer war es?","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 4:42 PM GMT+1","","Frau mit Messer schwer verletzt: Wer war es?","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 4:03 PM GMT+1","","87-Jähriger stirbt nach mutmaßlicher Tötung von Ehefrau","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 4:03 PM GMT+1","","87-Jähriger stirbt nach mutmaßlicher Tötung von Ehefrau","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 3:22 PM GMT+1","","Leck in Sauerstoffleitung: Station im Krankenhaus evakuiert","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 3:22 PM GMT+1","","Leck in Sauerstoffleitung: Station im Krankenhaus evakuiert","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 2:04 PM GMT+1","","Postbotin von Hund angefallen: Gesichtsverletzung","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 2:04 PM GMT+1","","Postbotin von Hund angefallen: Gesichtsverletzung","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 1:55 PM GMT+1","","Haushaltshilfe soll Senior getötet haben","","WELT ONLINE (Deutsch)","","",
"","Freitag 6. April 2018 1:55 PM GMT+1","","Haushaltshilfe soll Senior getötet haben","","WELT ONLINE (Deutsch)","","",
