"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"","Samstag 24. März 2018 ","",""Wir zeigen dem Bullen das rote Tuch"; Peking will Strafzölle auf US-Importe so lange erhöhen, wie die USA ihre Handelsbeschränkungen aufrechterhalten","","Die Welt","","",
"","Samstag 24. März 2018 ","","Vier Billionen Euro vernichtet; Angst vor einem globalen Handelskrieg lässt die Börsen weltweit einbrechen","","Die Welt","","",
"","Samstag 24. März 2018 ","","Ein weiterer Verlusttag für die Deutsche Bank; Holpriger Börsengang der Fondstochter DWS belastet","","Die Welt","","",
"","Freitag 23. März 2018 ","","Afrika einigt sich auf Freihandelsabkommen","","Die Welt","","",
"","Freitag 23. März 2018 ","","Wirtschaft Kompakt I; Geschäftsklima: Stimmung in Firmen verschlechtert sich ++ Prüfstatistik: Jedes fünfte Auto zeigt große Mängel ++ Umwelthilfe: Stickoxid-Belastung "flächendeckend" ++ Opel: Mehr Kompetenzen für Rüsselsheim","","Die Welt","","",
"","Freitag 23. März 2018 ","","Trump schont Europa und setzt China unter Druck; EU-Staaten müssen offenbar vorerst keine Strafzölle zahlen. Die Gefahr eines weltweiten Handelskriegs ist aber noch nicht gebannt. Gegen die Volksrepublik verhängt die US-Regierung harte Maßnahmen","","Die Welt","","",
"","Freitag 23. März 2018 ","","Trump legt gerade erst los","","Die Welt","","",
"","Freitag 23. März 2018 ","","Alles Kalkulation; In seiner Regierungserklärung bekennt sich der neue Finanzminister Scholz zur schwarzen Null - und damit zur Politik seines Vorgängers. In der Europapolitik verfolgt er einen anderen Ansatz","","Die Welt","","",
"","Freitag 23. März 2018 ","","Blasses Debüt des Fed-Chefs; Seine erste Zinspressekonferenz bewältigte Jerome Powell wenig souverän. Das weckt Zweifel an seiner Krisenkompetenz","","Die Welt","","",
"","Freitag 23. März 2018 ","","Wirtschaftssorgen belasten die Börsen; Die Verunsicherung der Anleger hält an","","Die Welt","","",
"","Donnerstag 22. März 2018 ","","Bundesregierung wird zum Risiko für die deutsche Ökonomie; Die Wirtschaft wächst stärker als erwartet. Das geplante Ausgabenprogramm der großen Koalition birgt daher gefährliche Nebenwirkungen, warnen Experten","","Die Welt","","",
"","Donnerstag 22. März 2018 ","","Wirtschaft Kompakt I; Handelsstreit: USA und EU wollen akzeptable Lösung ++ Schweden: Unternehmensteuern sollen sinken ++ Australien: Meeresschutzgebiete offen für Fischfang ++ SAP: Google-Managerin in den Aufsichtsrat ++ BER-Eröffnung: Flughafenchef bekräftigt Zeitplan","","Die Welt","","",
"","Donnerstag 22. März 2018 ","","Anleger bleiben vor US-Zinsentscheid in Deckung; Kurseinbruch bei Deutscher Bank sorgt für Nervosität","","Die Welt","","",
"","Mittwoch 21. März 2018 ","","Bloß keine Schonung; Die Europäer versuchen, Trump Ausnahmen bei den Stahlzöllen abzuringen. Das würde auf Kosten Chinas gehen. Experten warnen davor","","Die Welt","","",
"","Dienstag 20. März 2018 ","","Wirtschaft Kompakt I; Uber: Frau stirbt nach Unfall mit Roboterauto ++ Stahlstreit: Altmaier hält Lösung für möglich ++ Osram: Zukauf im Bereich Biorhythmus-Licht ++ Tennet: Ermittlungen der EU-Kommission","","Die Welt","","",
"","Dienstag 20. März 2018 ","","Pekings neuer Notenbanker Yi hat viel zu tun; Die Zentralbank erhält mehr Macht, denn China will die Finanzrisiken verringern. Zudem droht Donald Trump dem Land mit Strafzöllen","","Die Welt","","",
"","Montag 19. März 2018 ","","An diesem Smartphone ist nur die Kamera neu; Samsungs neues Flaggschiff S9 beherrscht die Foto- und Videokunst. Ansonsten ähnelt das Modell seinem Vorgänger nicht nur optisch","","Die Welt","","",
"","Montag 19. März 2018 ","","Olaf Scholz will den Welthandel retten; Der neue Finanzminister reist erstmals zu einem G-20-Treffen. Donald Trump diktiert aus der Ferne mit Protektionismus die Agenda","","Die Welt","","",
"","Montag 19. März 2018 ","","Brüssel bereitet Digitalsteuer vor; Google, Facebook und 100 weitere Internet-Unternehmen sollen in der EU Steuern zahlen. Doch der Plan ist umstritten: Die Änderung der Steuersystematik könnte auch Deutschland belasten","","Die Welt","","",
"","Montag 19. März 2018 ","","Trumps Strafzölle ergeben strategisch Sinn","","Die Welt","","",
"","Montag 19. März 2018 ","","Einen Autokrieg haben die USA schon verloren; Donald Trump kopiert im Handelsstreit Ronald Reagan. Dabei kassierte der eine Niederlage","","Die Welt","","",
"","Montag 19. März 2018 ","","US-Regierung veröffentlicht Details zu Stahlzöllen","","Die Welt","","",
"","Montag 19. März 2018 ","","Trump bleibt für Börsen das Zünglein an der Waage; Angst vor Handelskrieg und Zinspolitik dämpfen Stimmung. Deutsche-Bank-Vermögensverwaltung DWS steht vor Marktdebüt","","Die Welt","","",
"","18. März 2018 ","","Die Deals des Poker-Cops; Ein Berliner Polizist soll verraten haben, wenn Lokale auf Drogenhandel kontrolliert werden sollten - gegen Bezahlung. Es ging gut, bis seine notorische Neugier im Dienst auffiel","","Welt am Sonntag","","",
"","18. März 2018 ","","Trumps Regierung wird noch trumpscher","","Welt am Sonntag","","",
"","18. März 2018 ","","Das Trump-Dilemma; Kommende Woche macht der US-Präsident ernst mit seinen Zollattacken. Und die Minister Olaf Scholz und Peter Altmaier haben gleich zum Amtsantritt ein Riesenproblem","","Welt am Sonntag","","",
"","Samstag 17. März 2018 ","","Maulfwurfjagd in Berlin; Die Polizei der Hauptstadt wird von einem neuen Skandal belastet. Ein Beamter soll Geld erhalten und dafür Drogendealer gewarnt haben","","Die Welt","","",
"","Freitag 16. März 2018 ","","Zahm geworden; Für die einen markiert 1968 den Beginn ihrer Zeitrechnung; für die anderen war esder Untergang des Abendlandes. Beides ist falsch. Und eine Revolution war es schon gar nicht","","Die Welt","","",
"","Freitag 16. März 2018 ","","Trumps neuer Berater ist ein TV-Star; Lawrence Kudlow gilt als konservativer Ökonom","","Die Welt","","",
"","Freitag 16. März 2018 ","","EU hofft, glimpflich davonzukommen; Zölle der Amerikaner zielen vor allem auf China. Zuständigkeiten und Stimmung in Washington sind aber schwer einschätzbar","","Die Welt","","",
"","Freitag 16. März 2018 ","","Chinesen rüsten gegen neue Zölle; Nach der Entlassung des Außenministers Rex Tillerson schließt US-Präsident Donald Trump seine Reihen im Handelskonflikt","","Die Welt","","",
"","Donnerstag 15. März 2018 ","","Großbritannien friert Beziehungen zu Russland ein; Regierung in London verweist nach Giftanschlag 23 Diplomaten des Landes. Moskau will rasch auf "beispiellose Provokation" reagieren","","Die Welt","","",
"","Donnerstag 15. März 2018 ","","Kandidat der Demokraten erobert Republikaner-Hochburg; Nachwahl in Pennsylvania: Conor Lamb erklärt sich zum Sieger. Seine Strategie im Wahlkampf ist ein Lehrstück für beide Parteien","","Die Welt","","",
