"BYLINE","DATE","DATELINE","HEADLINE","LENGTH","PUBLICATION","SECTION","TITLE",
"","15. April 2018 ","",""Das Kopftuch-Verbot ist nicht durchsetzbar"; Weil Bayern moderner sei als die CSU, hofft FDP-Spitzenkandidat Martin Hagen auf die Rückkehr der Liberalen in den Landtag. Und er liebäugelt schon mit einer schwarz-gelben Koalition","","Welt am Sonntag","","",
"","15. April 2018 ","","BAMF war mit Warnhinweisen überfordert","","Welt am Sonntag","","",
"","15. April 2018 ","","Bauboom mit Schattenseiten; Viele Hamburger Handwerker können die Gunst der Stunde nicht nutzen, weil ihnen Fachkräfte fehlen. Das wird nun auch für Haus- und Wohnungsbesitzer zum Problem","","Welt am Sonntag","","",
"","15. April 2018 ","","Datenschutz nervt Vereinsmeier; Ab Ende Mai gelten in ganz Europa verschärfte Datenschutzvorschriften. Die Umsetzung ist schon für Unternehmen eine Riesenherausforderung. Manchen Verein treibt sie an den Rand der Verzweiflung","","Welt am Sonntag","","",
"","15. April 2018 ","","Wenn Flüchtlinge flüchten","","Welt am Sonntag","","",
"","15. April 2018 ","",""Ich halte Gespräche mit der AfD für überflüssig"; Kuscheln mit den Rechtspopulisten? Nicht mit Alexander Dobrindt. Der Chef der CSU-Landesgruppe sieht die Partei als politischen Gegner","","Welt am Sonntag","","",
"","15. April 2018 ","","Freies Spiel für Fidesz; Eine Woche nach der Wahl in Ungarn herrscht Katerstimmung im Oppositionslager. Die Regierungskritiker hatten gehofft, dass der Frust im Land über Viktor Orbán endlich groß genug sei - vergebens. Droht bald eine Abwanderung von noch mehr jungen Ungarn?","","Welt am Sonntag","","",
"","Samstag 14. April 2018 ","","Leserbriefe","","Die Welt","","",
"","Samstag 14. April 2018 ","","Pro - Kopftuchverbot für kleine Mädchen?","","Die Welt","","",
"","Samstag 14. April 2018 ","",""Cottbus ist eine weltoffene Stadt"; Nach Gewalt von Rechtsradikalen und Migranten stellt Brandenburgs Regierungschef Dietmar Woidke klar, wie viel auf dem Spiel steht","","Die Welt","","",
"","Samstag 14. April 2018 ","","Angst vor Trump? Damaskus hat andere Sorgen; Nach dem angekündigten Militärschlag läuft das Leben in Syriens Hauptstadt wie gewohnt weiter. Die Menschen sind unbeeindruckt von den Drohungen der USA","","Die Welt","","",
"","Samstag 14. April 2018 ","","Das Netz der Neuen Rechten; Europas rechte Bewegungen warnen vor "Bevölkerungsaustausch", fordern eine "Umkehr der Migration", eine Trennung der Ethnien - und sind eng miteinander verwoben. Ein Überblick über die führenden Köpfe","","Die Welt","","",
"","Freitag 13. April 2018 ","","Kampf gegen das Asyl-Shopping; Tausende in anderen EU-Ländern anerkannte Flüchtlinge reisen nach Deutschland - und bleiben. Was muss geschehen?","","Die Welt","","",
"","Freitag 13. April 2018 ","","Weniger Ungleichheit; Arme und reiche Regionen in Deutschland nähern sich an, wie das Ifo-Institut ermittelt hat. Das gilt auch für Europa - dank des Brexits","","Die Welt","","",
"","Freitag 13. April 2018 ","","Warum Deutschland plötzlich als cool gilt; Der einflussreiche "Economist" lobt in einer Titelgeschichte das Land in der Mitte Europas als ein Modell für andere Nationen","","Die Welt","","",
"","Freitag 13. April 2018 ","","Der Mythos vom Ostblock; Die Viségrad-Staaten polarisieren: Sie gelten als rückständig, xenophob - oder konservative Bastion. Doch "die Osteuropäer" gibt es nicht","","Die Welt","","",
"","Donnerstag 12. April 2018 ","","Hermes-Boten sollen mehr Geld verdienen; Paketdienst setzt immer mehr Migranten als Zusteller ein, um Fahrermangel zu lindern","","Die Welt","","",
"","Donnerstag 12. April 2018 ","","Wissen Kompakt; Erderwärmung: Wenig Schnee ist gut für die Alpen ++ Blinddarmentzündung: Bei Kindern keine Operation nötig ++ Psychotherapie: Fünf Monate Warten auf Behandlung ++ neue Apps: Hilfe für psychisch belastete Flüchtlinge","","Die Welt","","",
"","Donnerstag 12. April 2018 ","","Gruppenfindung statt Agenda-Setting; Merkels Kabinett will mit der Klausurtagung in den Arbeitsmodus wechseln. Aber bis Vorhaben konkret werden, dauert es noch","","Die Welt","","",
"","Donnerstag 12. April 2018 ","","Der Blick der Dänen; Premier Lars Løkke Rasmussen trifft heute Angela Merkel. Im Interview sagt er, warum er um liberale Überzeugungen in der EU fürchtet - und verteidigt die fordernde Integrationspolitik seines Landes","","Die Welt","","",
"","Donnerstag 12. April 2018 ","","Politik Kompakt; Fall Amri: Aktenfälschung: Verfahren eingestellt ++ Cottbus: Jugendarrest nach Messerangriff ++ NSU-Prozess: Neue Anträge verzögern Plädoyers ++ USA: Republikaner Ryan kündigt Rückzug an","","Die Welt","","",
"","Mittwoch 11. April 2018 ","","Mehr Migranten in Hartz IV; Der Anteil ist durch den starken Zuzug von Asylbewerbern in den vergangenen Jahren auf 55 Prozent gestiegen. Unter ausländischen Beziehern sind Syrer die größte Gruppe","","Die Welt","","",
"","Mittwoch 11. April 2018 ","","Von der AfD zur CDU; Der Musiker Bernward Eberenz trat 2016 in die Alternative für Deutschland ein, stieg zum Bezirkschef von Berlin-Neukölln auf - und trat nach nicht mal einem Jahrschon wieder aus. Begegnung mit einem, der während der Flüchtlingskrise eine Alternative suchte","","Die Welt","","",
"","Mittwoch 11. April 2018 ","","Für die CSU ist Orbáns Sieg verführerisch; Ungarns Ministerpräsident ist ein Freund der Christsozialen. Die Partei blickt neugierig auf seinen überraschend deutlichen Wahlerfolg. Zu große Nähe vermeidet sie aber","","Die Welt","","",
"","Dienstag 10. April 2018 ","","Leserbriefe","","Die Welt","","",
"","Dienstag 10. April 2018 ","","Die neue Internationale; Der Triumph von Viktor Orbán in Ungarn bestätigt: Populistische Parteien in Europa werden uns erhalten bleiben - so lange, bis die Probleme gelöst sind, die sie groß gemacht haben","","Die Welt","","",
"","Dienstag 10. April 2018 ","","Politik Kompakt; SPD: Neue Steuern für Vermögende gefordert ++ Volksverhetzung: OLG Dresden hebt Freispruch auf ++ Prozess: Jugendlichen in den Bürgerkrieg geschickt ++ Stuttgart: "Misshandelter" Türke von Erdogan angerufen ++ Frankreich: Polizei räumt Protestlager","","Die Welt","","",
"","Dienstag 10. April 2018 ","","Wirtschaft Kompakt I; Entwicklungshilfe: Deutschland verfehlte 2017 UN-Ziel ++ Facebook: Zuckerberg: Skandal "war mein Fehler" ++ Ifo-Institut: Dienstleister nun im Geschäftsklimaindex ++ Eurostat: Arbeit in Deutschland teuerer als EU-Schnitt","","Die Welt","","",
"","Montag 9. April 2018 ","","Nachbar muss Zaun erlauben","","Die Welt","","",
"","Montag 9. April 2018 ","","Macrons Vision für Europa","","Die Welt","","",
"","Montag 9. April 2018 ","","Tag 26","","Die Welt","","",
"","8. April 2018 ","","Zentralrat der Juden; Schuster für Entzug des Bleiberechts","","Welt am Sonntag","","",
"","8. April 2018 ","","Unterstützung bei der Wohnungssuche","","Welt am Sonntag","","",
"","8. April 2018 ","","Ist hier noch ein Zimmer frei?; Viele Geflüchtete träumen von einer eigenen Wohnung, doch nur die allerwenigsten schaffen den Absprung aus der Unterkunft. Viele scheitern an skeptischen Vermietern oder werden von dubiosen Vermittlern abgezockt. Ein Report","","Welt am Sonntag","","",
"","8. April 2018 ","",""Mit Ermahnungen ist es nicht getan"; Josef Schuster, Präsident des Zentralrats der Juden in Deutschland, wünscht sich mehr Härte im Umgang mit extremistischen Muslimen","","Welt am Sonntag","","",
"","8. April 2018 ","","Flucht innerhalb Europas; Doppelt so viele in anderen EU-Staaten bereits anerkannte Flüchtlinge reisen nach Deutschland und beantragen hier noch einmal erfolglos Asyl. Meist bleiben sie trotzdem","","Welt am Sonntag","","",
"","8. April 2018 ","","Die Über-Migranten; Wenn die EU Polen mal wieder kritisiert, es müsse endlich mehr Flüchtlinge aufnehmen, dann verweist Warschau stets auf seine Aufnahmebereitschaft für Migranten aus der Ukraine. In Breslau zeigt sich, dass die Geschichte etwas anders läuft: Ohne die Ukrainer würde gar nichts gehen in der Stadt","","Welt am Sonntag","","",
"","8. April 2018 ","","Bis zum nächsten Völkermord; Den Regimes in Afrika ist es egal, ob ihre Bürger im Mittelmeer ertrinken. Die Revolutionserwartung des Jahres 1968 für dieDritte Welt war ein blutiger Irrtum, meint Hans Christoph Buch","","Welt am Sonntag","","",
"","8. April 2018 ","","Mensch Müller!; Mit seinem Vorschlag eines "solidarischen Grundeinkommens" sorgt Berlins Regierender Bürgermeister für Furore. Noch besser wäre es, er würde seine visionären Energien auf die Zukunft der Hauptstadt richten","","Welt am Sonntag","","",
"","8. April 2018 ","",""Gnade uns Gott vor den Folgen"; Michael Otto, Chefaufseher der Otto Group, über die nächste digitale Revolution, seine Flüchtlingserfahrungen als Kind und den eigenen Beitrag zum Klimaschutz","","Welt am Sonntag","","",
"","Samstag 7. April 2018 ","","Dilemma im Camp","","Die Welt","","",
"","Samstag 7. April 2018 ","",""Sprache und Arbeit reichen nicht"; Der Islamkritiker Hamed Abdel-Samad über seine Erfahrungen als Muslim in Deutschland. Sein Rat: Das Land braucht einen Masterplan für sich selbst","","Die Welt","","",
"","Samstag 7. April 2018 ","","Der Islam gehört zu Ingolstadt; Die Integrationspolitik in Horst Seehofers Heimatstadt gilt als vorbildlich. Hitzige Debatten über Religion und Migration sind hier unerwünscht","","Die Welt","","",
"","Freitag 6. April 2018 ","","Leserbriefe","","Die Welt","","",
"","Freitag 6. April 2018 ","","Was Seehofer antreibt; Nach der Bundestagswahl hieß es, die Volksparteien hätten die Lehre aus der Niederlage gezogen. Bisher scheint das aber vor allem der CSU-Chef und Innenminister getan zu haben. Trotzdem wirder wütend attackiert","","Die Welt","","",
"","Freitag 6. April 2018 ","","Politik Kompakt; Flüchtlingsnachzug: Außenminister Maas warnt Seehofer ++ Innere Sicherheit: Kritik an Spahn für "Recht und Ordnung"","","Die Welt","","",
"","Freitag 6. April 2018 ","","An der Mauer hängt die Präsidentschaft; Donald Trump gerät heftig unter Druck - denn die groß angekündigte Sicherung der mexikanischen Grenze bleibt Stückwerk. Sogar die Hardliner zweifeln langsam an den Erfolgschancen","","Die Welt","","",
"","Donnerstag 5. April 2018 ","","Politik Kompakt; Neumünster: Puigdemont bekommt Besuch von seiner Frau ++ Türkei: Verhaftungen an der Bosporus-Universität ++ Kamerun: Zwölf europäische Geiseln befreit ++ Frankreich: Grenzkontrollen werden verlängert","","Die Welt","","",
"","Donnerstag 5. April 2018 ","","Eine Zukunft für die No-go-Zone; Drogenkriminalität, Gewalt unter Migranten, Rechtsradikalismus: Der Kölner Ebertplatz gilt als sozialer Brennpunkt. Nun startet die Stadt eine Attraktivitätsoffensive. Ein Experiment mit ungewissem Ausgang","","Die Welt","","",
"","Donnerstag 5. April 2018 ","","Der Flüchtling, mein Bruder; Hunderttausende christliche Migranten leben in Uganda im größten Lager Afrikas - und sind zu einem festen Teil in der muslimischen Gemeinde geworden. Ein Vorzeigeprojekt, bei dem beide Seiten profitieren","","Die Welt","","",
"","Donnerstag 5. April 2018 ","","Kino ist Reise, nicht Ankunft; "Wir reden über Flüchtlinge, als wären sie eine Grippeepidemie": Christian Petzold über seinen Film "Transit", einsame Untergeher und die Kraft der Empathie","","Die Welt","","",
"","Donnerstag 5. April 2018 ","","Integration ohne Plan; CDU-Politiker Norbert Röttgen hat von Innenminister Horst Seehofer (CSU) die Erarbeitung eines "neuen" Integrationskonzeptes gefordert. Dabei gibt es nicht mal ein altes. Kommunen sind da längst weiter","","Die Welt","","",
"","Donnerstag 5. April 2018 ","","Familiennachzug zu Seehofers Bedingungen; Wer Angehörige in einem sicheren Lager zurückgelassen hat, wird es schwer haben. Scharfe Kritik vom Koalitionspartner SPD","","Die Welt","","",
"","Mittwoch 4. April 2018 ","",""Wanderungsverlust von Deutschen ist kein Grund zur Sorge"; Laut Statistik hat sich 2016 die Zahl der Auswanderungen verdoppelt. Migrationsforscher Erlinghagen sieht das als Phänomen der Erfassung","","Die Welt","","",
"","Mittwoch 4. April 2018 ","",""Wir überwintern hier nur wie Vögel"; Moldau gilt als das Armenhaus Europas. Viele Bewohner verlassen ihr Land und reisen nach Deutschland. Doch sie wissen: Sie haben keinen Asylanspruch. Eine Begegnung in Berlin","","Die Welt","","",
"","Mittwoch 4. April 2018 ","","Neue Bürger gesucht; Bulgariens Einwohnerzahl sinkt rasant. Nun will Sofia Menschen aus anderen Ländern ansiedeln","","Die Welt","","",
"","Mittwoch 4. April 2018 ","","Flüchtlinge verteilen","","Die Welt","","",
"","Mittwoch 4. April 2018 ","","Nur mit China; "Made in Germany" hat keinen Bestand angesichts der enormen Wucht asiatischer Innovation, beispielsweise im Elektroautobereich. Da hilft kein Jammern, sondern einzig Symbiose","","Die Welt","","",
"","Mittwoch 4. April 2018 ","","Warum Migration über Kontingente die Ausnahme ist; Israel bricht den Versuch ab, Afrikaner geregelt über die UN nach Deutschland umzusiedeln. Insgesamt nimmt die Bundesrepublik kaum solche Resettlement-Flüchtlinge auf","","Die Welt","","",
"","Mittwoch 4. April 2018 ","","Diese Kehrtwende kann für "König Bibi" fatal enden; Das Ende der Ära Netanjahu? Wegen seines Zickzackkurses bei der Umsiedlung afrikanischer Flüchtlinge rücken selbst treue Anhänger von ihm ab","","Die Welt","","",
"","Mittwoch 4. April 2018 ","","Politik Kompakt; Linkspartei: Diether Dehm droht der Ausschluss ++ Kommunen: Rekordüberschuss von 10,7 Milliarden Euro ++ Essen: Tafel nimmt wieder Ausländer auf ++ Rheinland-Pfalz: Kohl wird mit einem Platz geehrt","","Die Welt","","",
"","Mittwoch 4. April 2018 ","","Der Kronprinz hat längst einen Plan; Erstmals hat ein hochrangiges Mitglied des saudischen Königshauses öffentlich das Existenzrecht Israels anerkannt. Doch was steckt hinter der nicht zufälligen Äußerung von Mohammed bin Salman?","","Die Welt","","",
"","Dienstag 3. April 2018 ","","Zynische arabische Führer","","Die Welt","","",
"","Dienstag 3. April 2018 ","","Es menschelt allerorten; Dass Demokratie vor allem Streit bedeutet, scheint heute in Deutschland vergessen: Je heftiger die Konflikte, umso mehr will man "Brücken bauen". Das ist besonders fatal, wenn es um den Islam geht","","Die Welt","","",
"","Dienstag 3. April 2018 ","","Das Schlimmste verhindern","","Die Welt","","",
"","Dienstag 3. April 2018 ","",""Paradox, dass Albanien nicht in der EU ist"; Premierminister Edi Rama will rasch über einen Beitritt seines Landes verhandeln und betont die Fortschritte - auch im Kampf gegen Drogen","","Die Welt","","",
"","Dienstag 3. April 2018 ","",""Wir kehren heim, oder der Dritte Weltkrieg beginnt"; Palästinenser fordern Rückkehr in Wohnorte vor 1948","","Die Welt","","",
"","Dienstag 3. April 2018 ","","Helden oder Kriminelle?; Im Frühling flüchten wieder mehr Migranten übers Meer - doch Europa macht Ernst: Gegen manchen Seenotretter, der früher gefeiert wurde, wird nun ermittelt. Auch Deutsche stehen im Fokus der Justiz","","Die Welt","","",
"","Dienstag 3. April 2018 ","","Teil 1; Gesinnung, Gemeinschaft, Gemütlichkeit; Die Sehnsucht nach einer heilen deutschen Welt wird immer mächtiger. Sie erreicht auch abtrünnige 68er, die sich jüngst mit einer "Erklärung 2018" zu Wort gemeldet haben. Eine Befindlichkeitsanalyse","","Die Welt","","",
"","Dienstag 3. April 2018 ","","Polizisten wollen Mindeststrafe für Messerstecher; Gezielte Stiche sollten als versuchte Tötung gelten","","Die Welt","","",
"","Dienstag 3. April 2018 ","","Israel schiebt afrikanische Migranten nach Deutschland ab; Rund 16.000 Flüchtlinge sollen nach UNHCR-Regeln auf westliche Länder verteilt werden. Noch einmal so viele sollen im Land bleiben können","","Die Welt","","",
"","Dienstag 3. April 2018 ","","Moskaus Traum","","Die Welt","","",
"","Dienstag 3. April 2018 ","","Der zweifelhafte Nutzen der Zuzugssperren; Städte mit "negativer Wohnsitzauflage" für Flüchtlinge haben noch immer gravierende Probleme","","Die Welt","","",
"","1. April 2018 ","",""Ein Bekehrungsversuch kann fast unchristlich sein"; Die rheinischen Protestanten wollen Muslime im Dialog künftig nicht mehr missionieren. Aber was heißt das? Ökumene-Expertin Barbara Rudolph über gemeinsame Kämpfe, drohenden Relativismus und den österlichen Sieg über den Tod","","Welt am Sonntag","","",
"","1. April 2018 ","",""Das christliche Menschenbild ist und bleibt unsere Richtschnur"; Volker Kauder setzt sich seit Jahren für verfolgte Christen in aller Welt ein. Der Fraktionsvorsitzende der Union spricht über Religion als Thema deutscher Politik, das Werbeverbot für Abtreibungen sowie den richtigen Dialog mit dem Islam. Und darüber, was heute eigentlich mit "konservativ" gemeint ist","","Welt am Sonntag","","",
"","1. April 2018 ","","Wilde Wut; Kein anderes Tier polarisiert so stark wie der Wolf. Wissenschaftlerin Kathleen Schwerdtner Máñez untersucht, warum","","Welt am Sonntag","","",
"","1. April 2018 ","","Nur ein Abstieg löst das Problem; Fußball verbindet, heißt es. Bei Altona 93 trifft das zu. Der Verein ist nun mit dem Integrationspreis des DFB ausgezeichnet worden. Doch eine Regel bremst den Klub in seinen Bemühungen aus","","Welt am Sonntag","","",
"","1. April 2018 ","","Messerscharf am Mann; Nehmen die Angriffe mit Stichwaffen in Deutschland wirklich zu? Offenbar schon","","Welt am Sonntag","","",
"","1. April 2018 ","","Auf Nummer sicher; Die Neuaufstellung der Grenzpolizei gehört zur Wahlkampf-Offensive der CSU. Innenminister Joachim Herrmann soll im Zusammenspiel mit seinem Amtskollegen Seehofer die Zügel bei der inneren Sicherheit anziehen - dazu gehört, dass er jetzt auch für die Integration zuständig ist","","Welt am Sonntag","","",
"","1. April 2018 ","","Was ist Heimat?; Susanne Gaschke hat sich auf die Suche nach dem schwer Fassbaren, dem vermeintlich Rückwärtsgewandten begeben - und fragt sich, was das Ganze heute noch soll","","Welt am Sonntag","","",
"","1. April 2018 ","","Die Statistik verschleiert die Realität; Antisemitismus und Israelfeindlichkeit haben in den vergangenen Jahren in Deutschland massiv zugenommen. Immer mehr Juden fühlen sich bedroht und allein gelassen. Die Gewalt geht oft von Muslimen aus, Gegenmaßnahmen sind selten.","","Welt am Sonntag","","",
"","Samstag 31. März 2018 ","","Verstecken und verzögern; Mehr als 600 Flüchtlinge erhalten mittlerweile Kirchenasyl. Politiker werfen den Gemeinden vor, sich nicht an Vereinbarungen zu halten","","Die Welt","","",
"","Samstag 31. März 2018 ","","Beengte Verhältnisse, gute Stimmung","","Die Welt","","",
"","Samstag 31. März 2018 ","","Die CDU hat die innere Sicherheit aufgegeben; Angela Merkel lagert einen wichtigen Komplex aus - zugunsten der bayerischen Schwesterpartei","","Die Welt","","",
"","Samstag 31. März 2018 ","",""Seehofers Aussage ist ein Riesenfortschritt"; Aladin El-Mafaalani koordiniert die Integrationspolitik in NRW. Er gewinnt der Islam-Debatte eine gute Seite ab","","Die Welt","","",
"","Samstag 31. März 2018 ","",""Ich hasse diese Reise"; Der SPD-Kanzlerkandidat Martin Schulz hat sein Scheitern von einem Reporter beobachten lassen. So ein Buch gab es noch nie","","Die Welt","","",
"","Donnerstag 29. März 2018 ","","Die Job-Illusion der SPD; Als Alternative zuHartz IV propagiertdie Partei ein "soziales Grundeinkommen". Dafür sollen Langzeitarbeitslose gemeinnützige Tätigkeiten verrichten. Der Plan klingt besser, als er tatsächlich ist","","Die Welt","","",
"","Donnerstag 29. März 2018 ","","Ein Poggenburg im moderaten Gewand; Oliver Kirchner ist neuer AfD-Fraktionschef in Sachsen-Anhalt und macht bei Amtsantritt deutlich, dass sich an der politischen Linie nichts ändern soll","","Die Welt","","",
"","Donnerstag 29. März 2018 ","","Wer näht, der bleibt; Die deutsche Entwicklungshilfe setzt alles daran, dass Menschen gar nicht erst zu Flüchtlingen werden. In Tunesien unterstützt die Bundesregierung Unternehmen, die sich um die Berufsausbildung Jugendlicher kümmern. Und sie fördert junge Gründer, die Arbeitsplätze schaffen. Auch für freiwillige Rückkehrer gibt es Angebote","","Die Welt","","",
"","Donnerstag 29. März 2018 ","","Unser geschätzter Diktator; Die Wiederwahl Abdel Fattah Al-Sisis gilt als sicher. Für den Westen ist der ägyptische Präsident ein Garant für Stabilität. Aber im Land ist die Lage dramatisch","","Die Welt","","",
"","Donnerstag 29. März 2018 ","","Ein Mord für zwei Euro in bar; Er sei 18 Jahre alt, sagt er, für seine Überfälle suchte er sich alte und schwache Menschen aus: In Berlin steht ein Tschetschene vor Gericht","","Die Welt","","",
"","Mittwoch 28. März 2018 ","","Seehofer muss liefern","","Die Welt","","",
"","Mittwoch 28. März 2018 ","","Die magere Abschiebebilanz; Ohnehin geringe Zahl der Rückführungen von rund 24.000 im vergangenen Jahr enthält auch alle Überstellungen innerhalb der EU. Union verweist auf einen "Sockel von schwierigen Fällen"","","Die Welt","","",
"","Dienstag 27. März 2018 ","",""Die haben oft nichts zu verlieren"; Speziell ausgebildete Beamte der Bundespolizei begleiten im Flugzeug Menschen, die aus Deutschland abgeschoben werden - zum Teil aggressive Straftäter. Eine Polizistin erzählt, was sie an Bord erlebt und was ihr bei dem Job Angst macht","","Die Welt","","",
"","Dienstag 27. März 2018 ","","Willkommen in der Villa Kunterbunt; Slammen, rappen, basteln, Geister beschwören: Das Literaturhaus Berlin wagt unter Janika Gelinek und Sonja Longolius den radikalen Neustart. Eine Ortsbegehung","","Die Welt","","",
"","Dienstag 27. März 2018 ","","Leserbriefe","","Die Welt","","",
"","Dienstag 27. März 2018 ","","Kurz vor dem Durchbruch; 100 Tage im Amt: Der österreichische Kanzler will das Vakuum in der EU füllen, das der Brexit und eine geschwächte Angela Merkel hinterlassen. Es scheint ihm zu gelingen. Gefahren lauern eher bei den Reformen im Inneren","","Die Welt","","",
"","Montag 26. März 2018 ","","Panorama Kompakt; Niedersachsen: Jugendliche stechen Frau nieder ++ Schweiz: Schlagersängerin Lys Assia ist tot","","Die Welt","","",
"","Montag 26. März 2018 ","",""Eigenleben des BAMF ein Ende bereiten"","","Die Welt","","",
"","Montag 26. März 2018 ","","NRW stellt sich gegen Seehofers Pläne für Grenzkontrollen; Landesinnenminister Herbert Reul warnt vor gravierenden Nachteilen für Berufspendler, Spediteure und Reisende","","Die Welt","","",
"","Montag 26. März 2018 ","","Regierung soll beim BAMF einschreiten; Opposition kritisiert Mängel bei Identitätsfeststellung","","Die Welt","","",
"","Montag 26. März 2018 ","","Erdogans großer PR-Stunt; Bulgarien richtet den EU-Türkei-Gipfel aus. Das Treffen dürfte konfliktreich verlaufen - aber der türkische Präsident wird dennoch profitieren","","Die Welt","","",
"","25. März 2018 ","",""Ich möchte 20 Leben parallel leben"; Der Kölner Schauspieler Georg Uecker über den Tod seines Freundes, das Leben mit einer Narbe und warum er manchmal vor Glück weint","","Welt am Sonntag","","",
"","25. März 2018 ","","Handwerker verzweifelt gesucht; Bayerns Baubranche geht es so gut wie lange nicht mehr. Doch der Boom hat auch Schattenseiten. Wer einen Fliesenleger braucht, muss bis zu drei Monate warten","","Welt am Sonntag","","",
"","25. März 2018 ","","Kirchen ist das Recht schnurz","","Welt am Sonntag","","",
"","25. März 2018 ","","Der Niederrhein, ein guter Platz für Hexen; Warum zur Region Toleranz und Vielfalt gehören - das zeigt eine große Ausstellung im soeben eröffneten Niederrheinmuseum in Wesel","","Welt am Sonntag","","",
"","25. März 2018 ","","Politik Kompakt; Gewerkschaft der Polizei: Kritik an Söders Grenzplänen ++ Zuverdienst: Über 1,4 Millionen Rentner arbeiten ++ Kandel: Linksradikale werfen Böller auf Polizisten ++ Ägypten: Zwei Tote bei einem Anschlag","","Welt am Sonntag","","",
"","25. März 2018 ","","Leserbriefe","","Welt am Sonntag","","",
"","25. März 2018 ","","Vier Freunde; Seit acht Jahren treffen sie sich jeden Morgen in einem Einrichtungshaus, um zusammen zu frühstücken: Würstchen, Lachs, Kaffee. Sie haben gearbeitet und geheiratet, bekamen Kinder, Enkel, Rente. 305 Jahre Leben","","Welt am Sonntag","","",
"","25. März 2018 ","","Chronik eines angekündigten Mordes; Jedes Jahr sterben fast 150 Frauen durch die Hand ihrer Partner oder Ex-Männer. Meistens bedrohen die Täter ihre späteren Opfer, bevor sie sie töten. Auch der Ex-Freund von Anne M. kündigte an, sie umzubringen, bevor er sie und den gemeinsamen Sohn Noah 2017 erstach. Hätte die Tat verhindert werden können?","","Welt am Sonntag","","",
"","25. März 2018 ","","Euro-Man platzt vor Energie; Europa steckt in einer tiefen Krise. Während in Deutschland noch immer Lethargie vorherrscht, prescht Frankreichs Präsident Emmanuel Macron weiter vor. Er will seine Vision für die EU durchsetzen - und setzt damit vor allem Angela Merkel unter Druck","","Welt am Sonntag","","",
"","25. März 2018 ","",""Wer sich nach Heimat sehnt, ist nicht von gestern"; Überall in NRW sind Heimatvereine aktiv. Wer und was steckt eigentlich dahinter? Eine Annäherung in acht Punkten","","Welt am Sonntag","","",
"","25. März 2018 ","","Fehler im System; Es ist still geworden um das Bundesamt für Migration und Flüchtlinge (BAMF), Deutschlands wichtigste Flüchtlingsbehörde. Doch was als Erfolgsgeschichte verkauft wird, hat tatsächlich zahllose Schwächen","","Welt am Sonntag","","",
"","25. März 2018 ","","Hört auf mit dieser Lebenslüge!; Wer das "Christlich-Jüdische" als Europas kulturelle Wurzel bezeichnet, kennt weder die Geschichte noch die Juden - oder will beide wieder einmal ausblenden, meint Alan Posener","","Welt am Sonntag","","",
"","Samstag 24. März 2018 ","","Dilemma des modernen Menschen; Der neue Gesundheitsminister geht an Grenzen - auch an seine eigenen. Jens Spahn ist ein Mensch zwischen Vergangenheit und Zukunft, zwischen Toleranz und Tabula rasa. Gesund ist das nicht immer","","Die Welt","","",
"","Freitag 23. März 2018 ","","Höchststrafe für den Mörder","","Die Welt","","",
"","Freitag 23. März 2018 ","","Lob der Privatschulen; Nichtstaatliche Einrichtungen dominierten das Bildungssystem und machten es ungerecht, behauptet besonders die SPD. Beides stimmt nicht. Der wahre Schulversager ist der Staat","","Die Welt","","",
"","Freitag 23. März 2018 ","",""Antisemitismus breitet sich wie ein Geschwür aus"; Rabbi Meyer H. May vom Simon Wiesenthal Center warnt vor wachsendem Judenhass in Deutschland durch muslimische Flüchtlinge","","Die Welt","","",
"","Freitag 23. März 2018 ","","Politik Kompakt; Irak/Syrien: 96 deutsche Terroristen und Angehörige in Haft ++ Studie: 3,3 Milliarden Menschen leben in Autokratien ++ Niederlande: Rechtspopulisten in 30 Stadträten","","Die Welt","","",
"","Freitag 23. März 2018 ","","Die zweite Phase der Migration hat längst begonnen; Umfragen in afrikanischen Ländern zeigen, dass bis zu zwei Drittel der Einwohner wegwollen - viele zu ihren Verwandten in Europa","","Die Welt","","",
"","Freitag 23. März 2018 ","",""Es gibt die Anweisung, sich bedeckt zu halten"; Im Saarland werden junge Migranten auf einem Hof untersucht. Es geht um konsequente Altersfeststellung","","Die Welt","","",
"","Freitag 23. März 2018 ","","Das härtestmögliche Urteil; Während im Gerichtssaal Jubel ausbricht, folgt Hussein K. wohl von Beruhigungsmitteln benebelt der Urteilsverkündung. Gutachter halten ihn weiter für gefährlich - vor allem für Frauen","","Die Welt","","",
"","Freitag 23. März 2018 ","","In diesem Jahr werden 650.000 neue Stellen geschaffen; Beschäftigung soll auf einen neuen Rekordwert steigen. Unternehmen füllen Lücken beim Personal immer häufiger mit Migranten","","Die Welt","","",
"","Freitag 23. März 2018 ","","Gefährliche Morgensterne in der Niere; Nierensteine sind lebensgefährlich, Koliken können ein Warnsignal sein. Ein Experte sagt, wie man dem Leiden vorbeugt","","Die Welt","","",
"","Freitag 23. März 2018 ","","Intellektuell? So nicht!; Rüdiger Safranski spricht neuerdings vom "Brutsystem" der Kultur. Das ist einerseits Ausweis rechten Denkens. Vor allem aber ist es eine geistige Kapitulation vor der Komplexität","","Die Welt","","",
"","Freitag 23. März 2018 ","","Vereint in der Verharmlosung","","Die Welt","","",
"","Donnerstag 22. März 2018 ","","Tag 9","","Die Welt","","",
